group;week;zscore
75to84;2018-06;7.35
75to84;2018-07;9.68
75to84;2018-08;10.7
75to84;2018-09;17.9
75to84;2018-10;20.22
75to84;2018-11;13.78
75to84;2018-12;9.52
75to84;2018-13;8.33
75to84;2018-14;5.55
75to84;2018-15;3.7
75to84;2018-16;1.03
75to84;2018-17;-2.53
75to84;2018-18;-2.1
75to84;2018-19;-2.22
75to84;2018-20;-3.26
75to84;2018-21;-0.55
75to84;2018-22;0.51
75to84;2018-23;0.75
75to84;2018-24;-3.24
75to84;2018-25;-1.21
75to84;2018-26;2.49
75to84;2018-27;2.27
75to84;2018-28;0.15
75to84;2018-29;1.38
75to84;2018-30;6.72
75to84;2018-31;9.22
75to84;2018-32;6.27
75to84;2018-33;0.74
75to84;2018-34;0.32
75to84;2018-35;-1.73
75to84;2018-36;-0.38
75to84;2018-37;-1.07
75to84;2018-38;-1.12
75to84;2018-39;-1.84
75to84;2018-40;-1.19
75to84;2018-41;0.87
75to84;2018-42;-2.84
75to84;2018-43;-2.47
75to84;2018-44;-0.09
75to84;2018-45;-0.11
75to84;2018-46;-2.6
75to84;2018-47;-0.66
75to84;2018-48;0.93
75to84;2018-49;0.63
75to84;2018-50;-0.45
75to84;2018-51;1.89
75to84;2018-52;0.4
75to84;2019-01;2.64
75to84;2019-02;6.05
75to84;2019-03;6.04
75to84;2019-04;6.33
75to84;2019-05;7.07
75to84;2019-06;7.8
75to84;2019-07;7.02
75to84;2019-08;4.26
75to84;2019-09;5.25
75to84;2019-10;3.86
75to84;2019-11;2.5
75to84;2019-12;-0.66
75to84;2019-13;0.34
75to84;2019-14;1.27
75to84;2019-15;-0.07
75to84;2019-16;1.34
75to84;2019-17;1.09
75to84;2019-18;-1.01
75to84;2019-19;1.33
75to84;2019-20;1.06
75to84;2019-21;1.42
75to84;2019-22;-0.5
75to84;2019-23;1.49
75to84;2019-24;0.56
75to84;2019-25;1.2
75to84;2019-26;4.39
75to84;2019-27;2.86
75to84;2019-28;0.7
75to84;2019-29;0.97
75to84;2019-30;9.83
75to84;2019-31;1.09
75to84;2019-32;1.43
75to84;2019-33;-1.29
75to84;2019-34;0.3
75to84;2019-35;2.85
75to84;2019-36;-1.48
75to84;2019-37;-0.85
75to84;2019-38;-0.94
75to84;2019-39;1.36
75to84;2019-40;0.12
75to84;2019-41;2.16
75to84;2019-42;1.3
75to84;2019-43;0.12
75to84;2019-44;0.54
75to84;2019-45;0.27
75to84;2019-46;3
75to84;2019-47;2.12
75to84;2019-48;1.41
75to84;2019-49;1.33
75to84;2019-50;3.03
75to84;2019-51;3.31
75to84;2019-52;0.94
75to84;2020-01;1.42
75to84;2020-02;4.08
75to84;2020-03;2.36
75to84;2020-04;1.51
75to84;2020-05;3.67
75to84;2020-06;0.17
75to84;2020-07;2.07
75to84;2020-08;-0.3
75to84;2020-09;1.47
75to84;2020-10;1.76
75to84;2020-11;4.5
75to84;2020-12;14.32
75to84;2020-13;31.01
75to84;2020-14;42.19
75to84;2020-15;40.83
75to84;2020-16;29.17
75to84;2020-17;18.43
75to84;2020-18;10.91
75to84;2020-19;6.78
75to84;2020-20;2.42
75to84;2020-21;2.11
75to84;2020-22;-1
75to84;2020-23;0.29
75to84;2020-24;-0.45
75to84;2020-25;-0.95
75to84;2020-26;1.89
75to84;2020-27;-0.35
75to84;2020-28;0.09
75to84;2020-29;1.96
75to84;2020-30;1.87
75to84;2020-31;5.24
75to84;2020-32;4.19
75to84;2020-33;10.94
75to84;2020-34;2.54
75to84;2020-35;1.08
75to84;2020-36;1.08
75to84;2020-37;3.2
75to84;2020-38;4.3
75to84;2020-39;3.01
75to84;2020-40;4.61
75to84;2020-41;4.68
75to84;2020-42;6.35
75to84;2020-43;11.58
75to84;2020-44;16.56
75to84;2020-45;19.75
75to84;2020-46;21.23
75to84;2020-47;19.64
75to84;2020-48;18.76
75to84;2020-49;19.63
75to84;2020-50;21.25
75to84;2020-51;20.92
75to84;2020-52;19.86
75to84;2020-53;21.55
75to84;2021-01;22.89
75to84;2021-02;25.23
75to84;2021-03;27.05
75to84;2021-04;21.45
75to84;2021-05;15.86
75to84;2021-06;11.61
75to84;2021-07;8.24
75to84;2021-08;3.68
75to84;2021-09;1.96
75to84;2021-10;1.93
75to84;2021-11;2.73
75to84;2021-12;2.92
75to84;2021-13;6.25
75to84;2021-14;5.03
75to84;2021-15;4.69
75to84;2021-16;5.34
75to84;2021-17;5.04
75to84;2021-18;4.6
75to84;2021-19;2.37
75to84;2021-20;0.96
75to84;2021-21;-0.4
75to84;2021-22;0.72
75to84;2021-23;0.49
75to84;2021-24;2.79
75to84;2021-25;0.92
75to84;2021-26;2.11
75to84;2021-27;1.57
75to84;2021-28;3.01
75to84;2021-29;6.86
75to84;2021-30;6.3
75to84;2021-31;6.08
75to84;2021-32;6.86
75to84;2021-33;6.47
75to84;2021-34;5.36
75to84;2021-35;5.78
75to84;2021-36;9.03
75to84;2021-37;5.12
75to84;2021-38;3.52
75to84;2021-39;4.52
75to84;2021-40;3.65
75to84;2021-41;4.97
75to84;2021-42;6.68
75to84;2021-43;9.8
75to84;2021-44;8.42
75to84;2021-45;10.99
75to84;2021-46;12.32
75to84;2021-47;14.55
75to84;2021-48;17.06
75to84;2021-49;15.09
75to84;2021-50;12.57
75to84;2021-51;12.02
75to84;2021-52;11.88
75to84;2022-01;8.1
75to84;2022-02;6.46
75to84;2022-03;6.76
75to84;2022-04;8.69
75to84;2022-05;9.4
75to84;2022-06;7.09
75to84;2022-07;6.5
75to84;2022-08;4.46
75to84;2022-09;2.57
75to84;2022-10;2.1
75to84;2022-11;-6.03
65P;2017-13;-1.75
65P;2017-14;-2.74
65P;2017-15;-2.62
65P;2017-16;-2.62
65P;2017-17;1.34
65P;2017-18;1.09
65P;2017-19;1.34
65P;2017-20;1.47
65P;2017-21;0.79
65P;2017-22;-0.13
65P;2017-23;-2.95
65P;2017-24;1.15
65P;2017-25;5.05
65P;2017-26;1.1
65P;2017-27;3.43
65P;2017-28;-0.27
65P;2017-29;1.76
65P;2017-30;0.76
65P;2017-31;3.72
65P;2017-32;1.92
65P;2017-33;0.89
65P;2017-34;1.1
65P;2017-35;-0.39
65P;2017-36;-2.89
65P;2017-37;-0.96
65P;2017-38;0.6
65P;2017-39;1.89
65P;2017-40;1.27
65P;2017-41;2.85
65P;2017-42;0.16
65P;2017-43;-1.45
65P;2017-44;-1.98
65P;2017-45;-1.4
65P;2017-46;0.64
65P;2017-47;1.21
65P;2017-48;0.98
65P;2017-49;4.27
65P;2017-50;6.56
65P;2017-51;7.56
65P;2017-52;10.7
65P;2018-01;15.64
65P;2018-02;13.07
65P;2018-03;12.58
65P;2018-04;9.4
65P;2018-05;8.54
65P;2018-06;9.78
65P;2018-07;13.07
65P;2018-08;15.47
65P;2018-09;22.56
65P;2018-10;24.85
65P;2018-11;17.45
65P;2018-12;13.12
65P;2018-13;10.06
65P;2018-14;6.92
65P;2018-15;4.61
65P;2018-16;1.2
65P;2018-17;-2.53
65P;2018-18;-3.13
65P;2018-19;-2.26
65P;2018-20;-3.25
65P;2018-21;-1.06
65P;2018-22;0.72
65P;2018-23;-1.34
65P;2018-24;-3.21
65P;2018-25;-0.69
65P;2018-26;2.82
65P;2018-27;3.6
65P;2018-28;0.39
65P;2018-29;3.15
65P;2018-30;7.35
65P;2018-31;11.4
65P;2018-32;7.9
65P;2018-33;0.96
65P;2018-34;0.95
65P;2018-35;-1.62
65P;2018-36;-0.69
65P;2018-37;-1.55
65P;2018-38;-0.26
65P;2018-39;-2.56
65P;2018-40;-0.13
65P;2018-41;1.11
65P;2018-42;-2.96
65P;2018-43;-3.23
65P;2018-44;-0.51
65P;2018-45;-0.16
65P;2018-46;-3.33
65P;2018-47;-2.1
65P;2018-48;-0.82
65P;2018-49;-0.56
65P;2018-50;-1.39
65P;2018-51;1.62
65P;2018-52;0.55
65P;2019-01;4.56
65P;2019-02;8.41
65P;2019-03;8.29
65P;2019-04;8.73
65P;2019-05;9.53
65P;2019-06;10.06
65P;2019-07;8.1
65P;2019-08;7.38
65P;2019-09;7.13
65P;2019-10;4.64
65P;2019-11;3.39
65P;2019-12;-0.08
65P;2019-13;-0.93
65P;2019-14;1.25
65P;2019-15;-0.93
65P;2019-16;1.5
65P;2019-17;1.31
65P;2019-18;-0.83
65P;2019-19;0.47
65P;2019-20;0.95
65P;2019-21;1.14
65P;2019-22;0.62
65P;2019-23;1.53
65P;2019-24;0.86
65P;2019-25;1.26
65P;2019-26;5.58
65P;2019-27;3.33
65P;2019-28;1.3
65P;2019-29;1.17
65P;2019-30;11.26
65P;2019-31;1.85
65P;2019-32;1.2
65P;2019-33;-0.82
65P;2019-34;0.37
65P;2019-35;3.54
65P;2019-36;-2.45
65P;2019-37;-1.06
65P;2019-38;-0.75
65P;2019-39;1.11
65P;2019-40;-0.13
65P;2019-41;1.96
65P;2019-42;1.42
65P;2019-43;0.59
65P;2019-44;0.51
65P;2019-45;0.58
65P;2019-46;2.23
65P;2019-47;2.8
65P;2019-48;1.54
65P;2019-49;1.82
65P;2019-50;3.1
65P;2019-51;4.17
65P;2019-52;1.1
65P;2020-01;3.95
65P;2020-02;6.78
65P;2020-03;4.44
65P;2020-04;3.08
65P;2020-05;5.12
65P;2020-06;1.77
65P;2020-07;2.58
65P;2020-08;-0.79
65P;2020-09;1.24
65P;2020-10;2.28
65P;2020-11;5.4
65P;2020-12;15.41
65P;2020-13;33.03
65P;2020-14;49.44
65P;2020-15;48.49
65P;2020-16;36.2
65P;2020-17;23.62
65P;2020-18;13.42
65P;2020-19;8.68
65P;2020-20;2.49
65P;2020-21;3.16
65P;2020-22;-0.62
65P;2020-23;-0.03
65P;2020-24;-1.54
65P;2020-25;-1.44
65P;2020-26;3.28
65P;2020-27;0.12
65P;2020-28;-0.27
65P;2020-29;1.49
65P;2020-30;2.56
65P;2020-31;6.44
65P;2020-32;5.47
65P;2020-33;12.82
65P;2020-34;4.1
65P;2020-35;1.19
65P;2020-36;1.37
65P;2020-37;3.43
65P;2020-38;5.23
65P;2020-39;2.49
65P;2020-40;5.3
65P;2020-41;4.84
65P;2020-42;6.52
65P;2020-43;13.67
65P;2020-44;17.94
65P;2020-45;21.58
65P;2020-46;23.14
65P;2020-47;21.54
65P;2020-48;21.01
65P;2020-49;22.43
65P;2020-50;23.5
65P;2020-51;23
65P;2020-52;22.38
65P;2020-53;23.6
65P;2021-01;25.99
65P;2021-02;29.27
65P;2021-03;31.09
65P;2021-04;25.61
65P;2021-05;17.76
65P;2021-06;12.17
65P;2021-07;9.06
65P;2021-08;2.6
65P;2021-09;-0.35
65P;2021-10;1.2
65P;2021-11;1.17
65P;2021-12;1.69
65P;2021-13;3.37
65P;2021-14;3.86
65P;2021-15;3.77
65P;2021-16;4.74
65P;2021-17;4.11
65P;2021-18;4.61
65P;2021-19;1.43
65P;2021-20;0.04
65P;2021-21;-0.8
65P;2021-22;1.16
65P;2021-23;0.21
65P;2021-24;3.66
65P;2021-25;0.83
65P;2021-26;2.5
65P;2021-27;2.85
65P;2021-28;4.33
65P;2021-29;8.15
65P;2021-30;6.61
65P;2021-31;7.95
65P;2021-32;9.82
65P;2021-33;8.3
65P;2021-34;6.11
65P;2021-35;6.36
65P;2021-36;10.55
65P;2021-37;5.7
65P;2021-38;3.58
65P;2021-39;4.88
65P;2021-40;4.24
65P;2021-41;6.33
65P;2021-42;8.12
65P;2021-43;10.61
65P;2021-44;9.73
65P;2021-45;12.24
65P;2021-46;12.85
65P;2021-47;15.21
65P;2021-48;19.18
65P;2021-49;17.76
65P;2021-50;14.01
65P;2021-51;13.74
65P;2021-52;13.01
65P;2022-01;9.78
65P;2022-02;8.68
65P;2022-03;8.59
65P;2022-04;11.2
65P;2022-05;12.39
65P;2022-06;8.89
65P;2022-07;8.78
65P;2022-08;4.85
65P;2022-09;3.82
65P;2022-10;2.4
65P;2022-11;-6.33
85P;2017-13;-1.7
85P;2017-14;-2.91
85P;2017-15;-2.28
85P;2017-16;-2.97
85P;2017-17;1.49
85P;2017-18;1.23
85P;2017-19;0.52
85P;2017-20;1.29
85P;2017-21;1.27
85P;2017-22;-0.12
85P;2017-23;-2.14
85P;2017-24;1.52
85P;2017-25;5.09
85P;2017-26;0.57
85P;2017-27;3.13
85P;2017-28;0.14
85P;2017-29;1.88
85P;2017-30;1.09
85P;2017-31;4.15
85P;2017-32;3.19
85P;2017-33;1.96
85P;2017-34;2.36
85P;2017-35;0.2
85P;2017-36;-2.62
85P;2017-37;-1.35
85P;2017-38;0.58
85P;2017-39;2.07
85P;2017-40;1.45
85P;2017-41;2.73
85P;2017-42;-0.18
85P;2017-43;-1.36
85P;2017-44;-1.73
85P;2017-45;-1.05
85P;2017-46;0.76
85P;2017-47;1.17
85P;2017-48;0.16
85P;2017-49;3.75
85P;2017-50;5.6
85P;2017-51;7.06
85P;2017-52;10.46
85P;2018-01;16.63
85P;2018-02;13.91
85P;2018-03;12.91
85P;2018-04;10.02
85P;2018-05;8.54
85P;2018-06;9.08
85P;2018-07;12.94
85P;2018-08;15.53
85P;2018-09;21.22
85P;2018-10;23.51
85P;2018-11;16.77
85P;2018-12;12.73
85P;2018-13;9.69
85P;2018-14;6.67
85P;2018-15;4.51
85P;2018-16;0.88
85P;2018-17;-2.15
85P;2018-18;-3.2
85P;2018-19;-1.82
85P;2018-20;-3.11
85P;2018-21;-0.96
85P;2018-22;0.35
85P;2018-23;-2.01
85P;2018-24;-2.82
85P;2018-25;-0.54
85P;2018-26;2.68
85P;2018-27;4.16
85P;2018-28;0.88
85P;2018-29;3.48
85P;2018-30;7.16
85P;2018-31;11.13
85P;2018-32;7.64
85P;2018-33;1.35
85P;2018-34;1.34
85P;2018-35;-1.54
85P;2018-36;-0.79
85P;2018-37;-1.95
85P;2018-38;0.28
85P;2018-39;-2.7
85P;2018-40;-0.07
85P;2018-41;1.31
85P;2018-42;-2.6
85P;2018-43;-3.16
85P;2018-44;-0.88
85P;2018-45;-0.5
85P;2018-46;-3.2
85P;2018-47;-2.71
85P;2018-48;-2.29
85P;2018-49;-1.57
85P;2018-50;-2.67
85P;2018-51;0.65
85P;2018-52;-0.23
85P;2019-01;4.73
85P;2019-02;7.97
85P;2019-03;8.06
85P;2019-04;8.41
85P;2019-05;8.81
85P;2019-06;9.04
85P;2019-07;6.72
85P;2019-08;7.22
85P;2019-09;6.76
85P;2019-10;3.76
85P;2019-11;2.69
85P;2019-12;-0.04
85P;2019-13;-1.44
85P;2019-14;0.71
85P;2019-15;-1.18
85P;2019-16;0.91
85P;2019-17;1.76
85P;2019-18;-0.22
85P;2019-19;0.05
85P;2019-20;0.94
85P;2019-21;1.12
85P;2019-22;1.4
85P;2019-23;0.94
85P;2019-24;1.16
85P;2019-25;0.98
85P;2019-26;5.29
85P;2019-27;3
85P;2019-28;2.07
85P;2019-29;1.55
85P;2019-30;10.41
85P;2019-31;1.99
85P;2019-32;1.42
85P;2019-33;-0.27
85P;2019-34;0.89
85P;2019-35;3.52
85P;2019-36;-2.34
85P;2019-37;-1
85P;2019-38;-0.48
85P;2019-39;0.87
85P;2019-40;-0.36
85P;2019-41;1.77
85P;2019-42;1.38
85P;2019-43;0.59
85P;2019-44;0.64
85P;2019-45;0.59
85P;2019-46;1.71
85P;2019-47;3
85P;2019-48;1.68
85P;2019-49;1.02
85P;2019-50;1.85
85P;2019-51;3.32
85P;2019-52;0.87
85P;2020-01;4.37
85P;2020-02;7.02
85P;2020-03;4.74
85P;2020-04;2.66
85P;2020-05;4.55
85P;2020-06;1.93
85P;2020-07;2.16
85P;2020-08;-1.48
85P;2020-09;0.68
85P;2020-10;1.85
85P;2020-11;4.04
85P;2020-12;11.63
85P;2020-13;26.43
85P;2020-14;44.42
85P;2020-15;45.11
85P;2020-16;35.24
85P;2020-17;23.41
85P;2020-18;13.21
85P;2020-19;8.69
85P;2020-20;2.04
85P;2020-21;3.79
85P;2020-22;-0.47
85P;2020-23;-0.31
85P;2020-24;-1.86
85P;2020-25;-1.61
85P;2020-26;2.89
85P;2020-27;0.08
85P;2020-28;0.09
85P;2020-29;1.18
85P;2020-30;2.77
85P;2020-31;6.74
85P;2020-32;5.62
85P;2020-33;11.94
85P;2020-34;4.73
85P;2020-35;1.17
85P;2020-36;1.19
85P;2020-37;2.79
85P;2020-38;5.24
85P;2020-39;0.87
85P;2020-40;4
85P;2020-41;3.41
85P;2020-42;4.6
85P;2020-43;11.73
85P;2020-44;14.36
85P;2020-45;18.04
85P;2020-46;19.2
85P;2020-47;17.93
85P;2020-48;17.2
85P;2020-49;18.39
85P;2020-50;19.92
85P;2020-51;19.11
85P;2020-52;18.81
85P;2020-53;19.67
85P;2021-01;22.65
85P;2021-02;25.41
85P;2021-03;27
85P;2021-04;22.35
85P;2021-05;14.07
85P;2021-06;8.59
85P;2021-07;5.79
85P;2021-08;-0.43
85P;2021-09;-4.34
85P;2021-10;-2.51
85P;2021-11;-3.1
85P;2021-12;-2.72
85P;2021-13;-2.26
85P;2021-14;-1.29
85P;2021-15;-0.96
85P;2021-16;-0.01
85P;2021-17;-0.16
85P;2021-18;0.38
85P;2021-19;-1.86
85P;2021-20;-3.22
85P;2021-21;-2.35
85P;2021-22;-0.32
85P;2021-23;-1.81
85P;2021-24;2.46
85P;2021-25;-0.21
85P;2021-26;1.32
85P;2021-27;2.23
85P;2021-28;3.33
85P;2021-29;6.8
85P;2021-30;4.96
85P;2021-31;7.36
85P;2021-32;9.5
85P;2021-33;7.48
85P;2021-34;4.53
85P;2021-35;4.26
85P;2021-36;8.38
85P;2021-37;4.02
85P;2021-38;1.81
85P;2021-39;2.76
85P;2021-40;2.34
85P;2021-41;4.26
85P;2021-42;6.49
85P;2021-43;7.75
85P;2021-44;7.06
85P;2021-45;9.2
85P;2021-46;8.99
85P;2021-47;9.97
85P;2021-48;13.95
85P;2021-49;13.6
85P;2021-50;9.73
85P;2021-51;9.49
85P;2021-52;9.01
85P;2022-01;7.25
85P;2022-02;6.67
85P;2022-03;7.08
85P;2022-04;9.32
85P;2022-05;10.72
85P;2022-06;7.67
85P;2022-07;7.58
85P;2022-08;3.45
85P;2022-09;3.17
85P;2022-10;1.85
85P;2022-11;-5.54