group;week;zscore
Total;2016-45;2.41
Total;2016-46;4
Total;2016-47;1.64
Total;2016-48;2.05
Total;2016-49;3.88
Total;2016-50;5.33
Total;2016-51;9.33
Total;2016-52;14.93
Total;2017-01;21.72
Total;2017-02;24.41
Total;2017-03;19.67
Total;2017-04;19.71
Total;2017-05;20.5
Total;2017-06;14.18
Total;2017-07;12.19
Total;2017-08;9.14
Total;2017-09;5.78
Total;2017-10;1.94
Total;2017-11;-0.55
Total;2017-12;-2.33
Total;2017-13;-1.86
Total;2017-14;-2.82
Total;2017-15;-2.54
Total;2017-16;-2.84
Total;2017-17;1.23
Total;2017-18;1.22
Total;2017-19;1.35
Total;2017-20;1.25
Total;2017-21;0.77
Total;2017-22;-0.47
Total;2017-23;-3.02
Total;2017-24;1.15
Total;2017-25;4.9
Total;2017-26;0.45
Total;2017-27;2.69
Total;2017-28;-0.27
Total;2017-29;1.4
Total;2017-30;0.28
Total;2017-31;3.69
Total;2017-32;1.45
Total;2017-33;0.22
Total;2017-34;0.57
Total;2017-35;-0.62
Total;2017-36;-2.91
Total;2017-37;-1.09
Total;2017-38;0.66
Total;2017-39;1.76
Total;2017-40;1.52
Total;2017-41;2.5
Total;2017-42;0.3
Total;2017-43;-1.53
Total;2017-44;-1.78
Total;2017-45;-0.87
Total;2017-46;1.08
Total;2017-47;1.47
Total;2017-48;1.25
Total;2017-49;4.36
Total;2017-50;6.77
Total;2017-51;7.6
Total;2017-52;11.17
Total;2018-01;15.62
Total;2018-02;12.86
Total;2018-03;12.19
Total;2018-04;9.4
Total;2018-05;8.59
Total;2018-06;9.65
Total;2018-07;13.05
Total;2018-08;15.5
Total;2018-09;22.74
Total;2018-10;24.55
Total;2018-11;17.4
Total;2018-12;13.02
Total;2018-13;9.91
Total;2018-14;7.51
Total;2018-15;4.92
Total;2018-16;1.5
Total;2018-17;-2.49
Total;2018-18;-2.79
Total;2018-19;-2.12
Total;2018-20;-2.9
Total;2018-21;-1.01
Total;2018-22;0.37
Total;2018-23;-1.23
Total;2018-24;-2.99
Total;2018-25;-0.79
Total;2018-26;2.6
Total;2018-27;3.13
Total;2018-28;0.38
Total;2018-29;3.08
Total;2018-30;7.11
Total;2018-31;11.49
Total;2018-32;7.61
Total;2018-33;0.75
Total;2018-34;0.44
Total;2018-35;-1.69
Total;2018-36;-0.71
Total;2018-37;-1.65
Total;2018-38;-0.21
Total;2018-39;-2.16
Total;2018-40;0.33
Total;2018-41;1.41
Total;2018-42;-2.85
Total;2018-43;-2.89
Total;2018-44;-0.58
Total;2018-45;0.19
Total;2018-46;-2.73
Total;2018-47;-1.57
Total;2018-48;-0.33
Total;2018-49;0.03
Total;2018-50;-0.59
Total;2018-51;2.42
Total;2018-52;1.22
Total;2019-01;5.51
Total;2019-02;8.93
Total;2019-03;8.64
Total;2019-04;9.15
Total;2019-05;10.08
Total;2019-06;10.51
Total;2019-07;8.61
Total;2019-08;7.54
Total;2019-09;7.5
Total;2019-10;5.08
Total;2019-11;3.28
Total;2019-12;0.12
Total;2019-13;-0.87
Total;2019-14;1.42
Total;2019-15;-0.76
Total;2019-16;1.57
Total;2019-17;1.1
Total;2019-18;-1.02
Total;2019-19;0.07
Total;2019-20;0.86
Total;2019-21;0.81
Total;2019-22;0.38
Total;2019-23;1.62
Total;2019-24;0.67
Total;2019-25;1.42
Total;2019-26;5.47
Total;2019-27;3.48
Total;2019-28;0.82
Total;2019-29;1.18
Total;2019-30;10.82
Total;2019-31;1.51
Total;2019-32;0.89
Total;2019-33;-1.48
Total;2019-34;0.25
Total;2019-35;3.17
Total;2019-36;-2.45
Total;2019-37;-1.15
Total;2019-38;-0.43
Total;2019-39;1.09
Total;2019-40;0.19
Total;2019-41;2.23
Total;2019-42;1.25
Total;2019-43;0.83
Total;2019-44;0.72
Total;2019-45;1.07
Total;2019-46;2.31
Total;2019-47;2.9
Total;2019-48;1.87
Total;2019-49;2.65
Total;2019-50;3.7
Total;2019-51;5
Total;2019-52;1.54
Total;2020-01;4.62
Total;2020-02;7.18
Total;2020-03;5.03
Total;2020-04;3.53
Total;2020-05;6.07
Total;2020-06;2.65
Total;2020-07;3.27
Total;2020-08;0.05
Total;2020-09;2.03
Total;2020-10;3.14
Total;2020-11;6.18
Total;2020-12;16.05
Total;2020-13;33.04
Total;2020-14;48.88
Total;2020-15;47.9
Total;2020-16;35.21
Total;2020-17;23.3
Total;2020-18;13.25
Total;2020-19;8.86
Total;2020-20;3.37
Total;2020-21;3.3
Total;2020-22;0.35
Total;2020-23;0.45
Total;2020-24;-0.97
Total;2020-25;-1.1
Total;2020-26;3.73
Total;2020-27;0.6
Total;2020-28;-0.07
Total;2020-29;1.51
Total;2020-30;2.73
Total;2020-31;6.37
Total;2020-32;5.52
Total;2020-33;12.9
Total;2020-34;3.85
Total;2020-35;1.22
Total;2020-36;1.65
Total;2020-37;3.56
Total;2020-38;5.33
Total;2020-39;2.74
Total;2020-40;5.28
Total;2020-41;5.09
Total;2020-42;6.71
Total;2020-43;13.91
Total;2020-44;18
Total;2020-45;21.62
Total;2020-46;23.43
Total;2020-47;21.77
Total;2020-48;21.74
Total;2020-49;23.09
Total;2020-50;24.06
Total;2020-51;23.09
Total;2020-52;22.76
Total;2020-53;24.11
Total;2021-01;26.56
Total;2021-02;29.54
Total;2021-03;31.34
Total;2021-04;25.69
Total;2021-05;18.54
Total;2021-06;12.96
Total;2021-07;10.28
Total;2021-08;3.91
Total;2021-09;1.31
Total;2021-10;2.54
Total;2021-11;2.49
Total;2021-12;3.2
Total;2021-13;5.11
Total;2021-14;5.09
Total;2021-15;5.39
Total;2021-16;6.24
Total;2021-17;5.48
Total;2021-18;6.31
Total;2021-19;2.68
Total;2021-20;0.95
Total;2021-21;0.29
Total;2021-22;2.37
Total;2021-23;1.15
Total;2021-24;4.5
Total;2021-25;1.72
Total;2021-26;3.48
Total;2021-27;3.4
Total;2021-28;5.38
Total;2021-29;8.69
Total;2021-30;6.96
Total;2021-31;8.31
Total;2021-32;9.85
Total;2021-33;8.47
Total;2021-34;6.18
Total;2021-35;6.92
Total;2021-36;11.33
Total;2021-37;6.02
Total;2021-38;4.78
Total;2021-39;5.7
Total;2021-40;5.5
Total;2021-41;7.8
Total;2021-42;9.16
Total;2021-43;11.41
Total;2021-44;10.64
Total;2021-45;13.53
Total;2021-46;14.68
Total;2021-47;17.27
Total;2021-48;21.06
Total;2021-49;19.62
Total;2021-50;15.96
Total;2021-51;15.68
Total;2021-52;15.2
Total;2022-01;11.62
Total;2022-02;10.23
Total;2022-03;9.86
Total;2022-04;11.94
Total;2022-05;12.71
Total;2022-06;9.38
Total;2022-07;9.07
Total;2022-08;5.23
Total;2022-09;5.33
Total;2022-10;6.72
Total;2022-11;7.52
Total;2022-12;8.3
Total;2022-13;9.63
Total;2022-14;11.36
Total;2022-15;10.07
Total;2022-16;6.7
Total;2022-17;6.39
Total;2022-18;5.78
Total;2022-19;6.08
Total;2022-20;5.26
Total;2022-21;0.78
Total;2022-22;4.19
Total;2022-23;4.1
Total;2022-24;8.88
Total;2022-25;8.23
Total;2022-26;8.44
Total;2022-27;10.19
Total;2022-28;15.4
Total;2022-29;21.97
Total;2022-30;15.95
Total;2022-31;13.53
Total;2022-32;14.54
Total;2022-33;10.78
Total;2022-34;6.97
Total;2022-35;3.77
Total;2022-36;3.99
Total;2022-37;2.74
Total;2022-38;5.65
Total;2022-39;9.87
Total;2022-40;11.26
Total;2022-41;11.45
Total;2022-42;6.69
Total;2022-43;-4.23
0to14;2016-45;0.2
0to14;2016-46;-0.34
0to14;2016-47;-1.07
0to14;2016-48;0.93
0to14;2016-49;1.16
0to14;2016-50;1.3
0to14;2016-51;1.52
0to14;2016-52;1.88
0to14;2017-01;0.34
0to14;2017-02;1.51
0to14;2017-03;-0.54
0to14;2017-04;0.74
0to14;2017-05;1.59
0to14;2017-06;0.59
0to14;2017-07;-0.35
0to14;2017-08;0.12
0to14;2017-09;0.32
0to14;2017-10;1.23
0to14;2017-11;0.53
0to14;2017-12;-0.83
0to14;2017-13;-0.58
0to14;2017-14;-0.1
0to14;2017-15;1.27
0to14;2017-16;0.57
0to14;2017-17;0.85
0to14;2017-18;1.85
0to14;2017-19;-1.19
0to14;2017-20;0.13
0to14;2017-21;-1.02
0to14;2017-22;-0.22
0to14;2017-23;1.43
0to14;2017-24;2.46
0to14;2017-25;-0.79
0to14;2017-26;1.06
0to14;2017-27;1.11
0to14;2017-28;-0.34
0to14;2017-29;0.54
0to14;2017-30;-0.14
0to14;2017-31;-0.69
0to14;2017-32;-0.73
0to14;2017-33;0.43
0to14;2017-34;-1.47
0to14;2017-35;0.31
0to14;2017-36;-1.89
0to14;2017-37;-0.8
0to14;2017-38;0.37
0to14;2017-39;-0.28
0to14;2017-40;-0.18
0to14;2017-41;-0.36
0to14;2017-42;-0.17
0to14;2017-43;0.06
0to14;2017-44;-1.39
0to14;2017-45;-0.82
0to14;2017-46;1.04
0to14;2017-47;1.63
0to14;2017-48;-1.27
0to14;2017-49;0.64
0to14;2017-50;1.55
0to14;2017-51;0.24
0to14;2017-52;2.02
0to14;2018-01;0.26
0to14;2018-02;1.27
0to14;2018-03;-1.12
0to14;2018-04;-0.26
0to14;2018-05;-0.67
0to14;2018-06;0.46
0to14;2018-07;0.24
0to14;2018-08;-0.58
0to14;2018-09;1
0to14;2018-10;0.7
0to14;2018-11;0.3
0to14;2018-12;-0.1
0to14;2018-13;1.79
0to14;2018-14;0.35
0to14;2018-15;0.45
0to14;2018-16;0.75
0to14;2018-17;-1.06
0to14;2018-18;-0.86
0to14;2018-19;-0.85
0to14;2018-20;-0.22
0to14;2018-21;-0.54
0to14;2018-22;-1.96
0to14;2018-23;0.98
0to14;2018-24;-0.17
0to14;2018-25;-0.4
0to14;2018-26;0.31
0to14;2018-27;1.29
0to14;2018-28;0.8
0to14;2018-29;0.57
0to14;2018-30;0.95
0to14;2018-31;0.07
0to14;2018-32;1.65
0to14;2018-33;-0.48
0to14;2018-34;0.79
0to14;2018-35;-1.91
0to14;2018-36;-1.95
0to14;2018-37;1.76
0to14;2018-38;2.22
0to14;2018-39;-1.02
0to14;2018-40;0.54
0to14;2018-41;1.5
0to14;2018-42;1.42
0to14;2018-43;-1.44
0to14;2018-44;-1.15
0to14;2018-45;1.92
0to14;2018-46;1.25
0to14;2018-47;1.43
0to14;2018-48;0.71
0to14;2018-49;0.8
0to14;2018-50;0.76
0to14;2018-51;1.46
0to14;2018-52;-1.1
0to14;2019-01;1.43
0to14;2019-02;1.25
0to14;2019-03;1.4
0to14;2019-04;-0.21
0to14;2019-05;2.68
0to14;2019-06;1.93
0to14;2019-07;2.35
0to14;2019-08;1.91
0to14;2019-09;1.43
0to14;2019-10;0.85
0to14;2019-11;0.68
0to14;2019-12;-0.39
0to14;2019-13;-0.28
0to14;2019-14;1.27
0to14;2019-15;1.97
0to14;2019-16;-0.28
0to14;2019-17;0.34
0to14;2019-18;0.31
0to14;2019-19;-1.39
0to14;2019-20;-0.95
0to14;2019-21;0.77
0to14;2019-22;-0.68
0to14;2019-23;1.02
0to14;2019-24;-0.23
0to14;2019-25;0.39
0to14;2019-26;0.26
0to14;2019-27;-0.11
0to14;2019-28;1.29
0to14;2019-29;-1.15
0to14;2019-30;1.26
0to14;2019-31;1.82
0to14;2019-32;-0.69
0to14;2019-33;0.31
0to14;2019-34;1.92
0to14;2019-35;0.64
0to14;2019-36;-0.72
0to14;2019-37;-0.01
0to14;2019-38;1.71
0to14;2019-39;-0.9
0to14;2019-40;1.17
0to14;2019-41;-0.66
0to14;2019-42;-0.8
0to14;2019-43;0.85
0to14;2019-44;-1.51
0to14;2019-45;-0.12
0to14;2019-46;0.72
0to14;2019-47;0.73
0to14;2019-48;1.74
0to14;2019-49;1.93
0to14;2019-50;2.6
0to14;2019-51;1.98
0to14;2019-52;1.4
0to14;2020-01;-0.36
0to14;2020-02;0.82
0to14;2020-03;0.69
0to14;2020-04;1.66
0to14;2020-05;1.35
0to14;2020-06;0.99
0to14;2020-07;0.5
0to14;2020-08;0.74
0to14;2020-09;0.2
0to14;2020-10;0.86
0to14;2020-11;0.69
0to14;2020-12;0.1
0to14;2020-13;1.04
0to14;2020-14;-0.21
0to14;2020-15;0.28
0to14;2020-16;-0.8
0to14;2020-17;-0.45
0to14;2020-18;-0.92
0to14;2020-19;-0.86
0to14;2020-20;-0.23
0to14;2020-21;-0.6
0to14;2020-22;-1.06
0to14;2020-23;0.09
0to14;2020-24;-1.14
0to14;2020-25;-0.08
0to14;2020-26;0.44
0to14;2020-27;-0.97
0to14;2020-28;-1.06
0to14;2020-29;-0.52
0to14;2020-30;1.57
0to14;2020-31;-0.04
0to14;2020-32;-1.22
0to14;2020-33;0.21
0to14;2020-34;-1.21
0to14;2020-35;-0.73
0to14;2020-36;-0.72
0to14;2020-37;0.22
0to14;2020-38;0.18
0to14;2020-39;0.04
0to14;2020-40;-1.43
0to14;2020-41;-0.14
0to14;2020-42;-2.45
0to14;2020-43;-0.28
0to14;2020-44;-2.05
0to14;2020-45;0.29
0to14;2020-46;-0.79
0to14;2020-47;-1.5
0to14;2020-48;-1.54
0to14;2020-49;0.07
0to14;2020-50;-1.39
0to14;2020-51;-0.19
0to14;2020-52;-1.38
0to14;2020-53;-0.89
0to14;2021-01;-1.6
0to14;2021-02;-1.16
0to14;2021-03;-1.63
0to14;2021-04;-0.15
0to14;2021-05;-1.13
0to14;2021-06;-0.31
0to14;2021-07;-1.01
0to14;2021-08;-1.72
0to14;2021-09;1.74
0to14;2021-10;-2.38
0to14;2021-11;-0.87
0to14;2021-12;-0.72
0to14;2021-13;0.42
0to14;2021-14;-1.84
0to14;2021-15;-0.87
0to14;2021-16;-1.1
0to14;2021-17;0.28
0to14;2021-18;-0.27
0to14;2021-19;0.16
0to14;2021-20;-0.44
0to14;2021-21;-0.76
0to14;2021-22;1.61
0to14;2021-23;0.34
0to14;2021-24;0.44
0to14;2021-25;0.12
0to14;2021-26;0.96
0to14;2021-27;1.06
0to14;2021-28;0.74
0to14;2021-29;0.84
0to14;2021-30;1.39
0to14;2021-31;0.67
0to14;2021-32;0.76
0to14;2021-33;-0.02
0to14;2021-34;-0.25
0to14;2021-35;-0.2
0to14;2021-36;0.36
0to14;2021-37;0.92
0to14;2021-38;1.33
0to14;2021-39;1.91
0to14;2021-40;1.01
0to14;2021-41;-0.08
0to14;2021-42;2.27
0to14;2021-43;1.59
0to14;2021-44;1.61
0to14;2021-45;1.83
0to14;2021-46;2.69
0to14;2021-47;1.7
0to14;2021-48;3.26
0to14;2021-49;-1.1
0to14;2021-50;2.81
0to14;2021-51;1.18
0to14;2021-52;1.2
0to14;2022-01;0.39
0to14;2022-02;0.14
0to14;2022-03;-0.15
0to14;2022-04;0.06
0to14;2022-05;1.79
0to14;2022-06;1.37
0to14;2022-07;0.96
0to14;2022-08;0.03
0to14;2022-09;0.38
0to14;2022-10;1.58
0to14;2022-11;0.06
0to14;2022-12;-0.86
0to14;2022-13;1.05
0to14;2022-14;-0.15
0to14;2022-15;1.74
0to14;2022-16;0.13
0to14;2022-17;-0.9
0to14;2022-18;0.48
0to14;2022-19;2.26
0to14;2022-20;1.06
0to14;2022-21;0.54
0to14;2022-22;0.94
0to14;2022-23;-0.64
0to14;2022-24;3.66
0to14;2022-25;1.85
0to14;2022-26;0.92
0to14;2022-27;2.69
0to14;2022-28;0.07
0to14;2022-29;2.53
0to14;2022-30;1.48
0to14;2022-31;-0.1
0to14;2022-32;1.83
0to14;2022-33;0.19
0to14;2022-34;0.46
0to14;2022-35;0.14
0to14;2022-36;1.31
0to14;2022-37;1.75
0to14;2022-38;-0.99
0to14;2022-39;2.39
0to14;2022-40;1.11
0to14;2022-41;0.73
0to14;2022-42;-0.32
0to14;2022-43;0.36
15to44;2016-45;-0.21
15to44;2016-46;-0.16
15to44;2016-47;0.48
15to44;2016-48;1.25
15to44;2016-49;2.3
15to44;2016-50;0.68
15to44;2016-51;0.09
15to44;2016-52;2.73
15to44;2017-01;1.54
15to44;2017-02;1.3
15to44;2017-03;0.78
15to44;2017-04;1.63
15to44;2017-05;0.67
15to44;2017-06;0.48
15to44;2017-07;1.31
15to44;2017-08;1.42
15to44;2017-09;-1.12
15to44;2017-10;-1.32
15to44;2017-11;-0.75
15to44;2017-12;-0.19
15to44;2017-13;-0.49
15to44;2017-14;-1.83
15to44;2017-15;-1
15to44;2017-16;-2.63
15to44;2017-17;0.29
15to44;2017-18;0.54
15to44;2017-19;0.85
15to44;2017-20;-0.65
15to44;2017-21;1.54
15to44;2017-22;-0.63
15to44;2017-23;-1.06
15to44;2017-24;1.13
15to44;2017-25;1.64
15to44;2017-26;-0.36
15to44;2017-27;0.68
15to44;2017-28;-0.5
15to44;2017-29;-0.65
15to44;2017-30;0.97
15to44;2017-31;1.65
15to44;2017-32;1.1
15to44;2017-33;-0.13
15to44;2017-34;0.7
15to44;2017-35;-0.41
15to44;2017-36;-0.36
15to44;2017-37;-1.93
15to44;2017-38;1.8
15to44;2017-39;0.77
15to44;2017-40;0.07
15to44;2017-41;-0.78
15to44;2017-42;-0.01
15to44;2017-43;-0.18
15to44;2017-44;0.93
15to44;2017-45;-0.8
15to44;2017-46;-0.13
15to44;2017-47;0.19
15to44;2017-48;0.29
15to44;2017-49;1.77
15to44;2017-50;1.55
15to44;2017-51;0.88
15to44;2017-52;2.51
15to44;2018-01;3.67
15to44;2018-02;2.45
15to44;2018-03;0.89
15to44;2018-04;1.68
15to44;2018-05;-0.05
15to44;2018-06;2.38
15to44;2018-07;2.35
15to44;2018-08;-0.15
15to44;2018-09;3.42
15to44;2018-10;2.62
15to44;2018-11;1.41
15to44;2018-12;0.59
15to44;2018-13;0.79
15to44;2018-14;1.09
15to44;2018-15;0.4
15to44;2018-16;0.93
15to44;2018-17;-1.35
15to44;2018-18;1.44
15to44;2018-19;1.57
15to44;2018-20;0.12
15to44;2018-21;0.76
15to44;2018-22;-0.32
15to44;2018-23;1.25
15to44;2018-24;-0.74
15to44;2018-25;-0.89
15to44;2018-26;1.25
15to44;2018-27;1.15
15to44;2018-28;2.92
15to44;2018-29;1.08
15to44;2018-30;2.4
15to44;2018-31;3.96
15to44;2018-32;1.79
15to44;2018-33;0.77
15to44;2018-34;0.48
15to44;2018-35;0.04
15to44;2018-36;0.41
15to44;2018-37;0.03
15to44;2018-38;-0.34
15to44;2018-39;-0.43
15to44;2018-40;-0.23
15to44;2018-41;3.64
15to44;2018-42;-1
15to44;2018-43;-0.26
15to44;2018-44;-0.06
15to44;2018-45;0.31
15to44;2018-46;-0.56
15to44;2018-47;-0.54
15to44;2018-48;-0.25
15to44;2018-49;0.83
15to44;2018-50;0.68
15to44;2018-51;1.36
15to44;2018-52;0.25
15to44;2019-01;3.25
15to44;2019-02;3.04
15to44;2019-03;1.99
15to44;2019-04;0.49
15to44;2019-05;1.43
15to44;2019-06;1.72
15to44;2019-07;1.96
15to44;2019-08;0.9
15to44;2019-09;-0.72
15to44;2019-10;1.24
15to44;2019-11;-0.89
15to44;2019-12;-0.69
15to44;2019-13;-1.04
15to44;2019-14;-0.37
15to44;2019-15;0.4
15to44;2019-16;-0.12
15to44;2019-17;-1.95
15to44;2019-18;-0.8
15to44;2019-19;-0.7
15to44;2019-20;-0.44
15to44;2019-21;-0.35
15to44;2019-22;-0.9
15to44;2019-23;1.07
15to44;2019-24;-1.3
15to44;2019-25;0.93
15to44;2019-26;2.82
15to44;2019-27;2.17
15to44;2019-28;-0.63
15to44;2019-29;-0.46
15to44;2019-30;2.15
15to44;2019-31;-0.16
15to44;2019-32;0.9
15to44;2019-33;-0.15
15to44;2019-34;-0.05
15to44;2019-35;0.6
15to44;2019-36;0.01
15to44;2019-37;0.36
15to44;2019-38;0.04
15to44;2019-39;-0.87
15to44;2019-40;-0.28
15to44;2019-41;1.45
15to44;2019-42;-0.71
15to44;2019-43;1.95
15to44;2019-44;-0.45
15to44;2019-45;0.08
15to44;2019-46;-0.01
15to44;2019-47;0.35
15to44;2019-48;-0.76
15to44;2019-49;0.57
15to44;2019-50;0.57
15to44;2019-51;0.32
15to44;2019-52;0.38
15to44;2020-01;3.79
15to44;2020-02;2.12
15to44;2020-03;0.86
15to44;2020-04;-0.13
15to44;2020-05;3.17
15to44;2020-06;-0.35
15to44;2020-07;1.97
15to44;2020-08;0.38
15to44;2020-09;1.36
15to44;2020-10;1.9
15to44;2020-11;1.9
15to44;2020-12;1.48
15to44;2020-13;3.72
15to44;2020-14;3.59
15to44;2020-15;4.78
15to44;2020-16;2.18
15to44;2020-17;1.08
15to44;2020-18;-0.46
15to44;2020-19;-0.61
15to44;2020-20;2.09
15to44;2020-21;-0.38
15to44;2020-22;1.55
15to44;2020-23;-0.48
15to44;2020-24;1.39
15to44;2020-25;1.26
15to44;2020-26;0.96
15to44;2020-27;0.9
15to44;2020-28;-0.04
15to44;2020-29;0.99
15to44;2020-30;0.59
15to44;2020-31;2.87
